mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_coef0;param_degree;param_gamma;param_kernel;param_shrinking;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.04103455543518066;0.003263393402649198;0.018075895309448243;0.0012834797836370163;1;3;auto;rbf;True;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04122295379638672;0.0033661227127826554;0.017589044570922852;0.0016747294440146048;1;3;auto;rbf;False;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.040955543518066406;0.0033407356444023666;0.01757392883300781;0.0014860878213566293;1;4;auto;rbf;False;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.040937614440917966;0.003146909472987121;0.017389202117919923;0.00134756845669272;1;4;auto;rbf;True;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.041243696212768556;0.0033210996694127866;0.01794261932373047;0.0015357022980446984;1;2;auto;rbf;False;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04221181869506836;0.0037282249393770614;0.018532371520996092;0.0020160292470219874;1;2;auto;rbf;True;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.041652870178222653;0.0032990544804264044;0.01826167106628418;0.000603928144139505;10;3;auto;rbf;True;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04176177978515625;0.003090348780633651;0.01829252243041992;0.0007065765641124052;10;3;auto;rbf;False;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04125370979309082;0.003022075248542306;0.017867231369018556;0.00180095679712862;10;2;auto;rbf;False;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04117732048034668;0.0032087128843318147;0.01776423454284668;0.0016871836160739213;10;2;auto;rbf;True;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04270086288452148;0.0034787916255432003;0.018210411071777344;0.0007060665808244979;10;4;auto;rbf;True;{'coef0': 10, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04194765090942383;0.0034325995579555695;0.018154287338256837;0.0009081696681724618;10;4;auto;rbf;False;{'coef0': 10, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04170489311218262;0.0031981016848057924;0.017068195343017577;0.0018726743788468703;0;4;auto;rbf;False;{'coef0': 0, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04158468246459961;0.0030293767454104294;0.0170684814453125;0.002028825011275512;0;4;auto;rbf;True;{'coef0': 0, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.04129691123962402;0.0036904689034620414;0.019390106201171875;0.0016720427028896426;0;2;auto;rbf;True;{'coef0': 0, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.040859413146972653;0.003354875533810633;0.01886301040649414;0.0023314108332497673;0;2;auto;rbf;False;{'coef0': 0, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False};-0.1065322776042514;-0.10166746957469264;-0.07639722275429753;-0.08558017409871649;-0.12014579843944516;-0.09806458849428065;0.015476418736229024;31
0.03694281578063965;0.0030754972137714397;0.007966995239257812;0.000678556315381694;1;2;auto;poly;False;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False};-0.10652244939739991;-0.10170387674203037;-0.0764765549175488;-0.08553582129346468;-0.12013840953381028;-0.09807542237685081;0.015459922507627191;49
0.03685541152954101;0.0033644997689196306;0.007920312881469726;0.000665048314574286;1;2;auto;poly;True;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True};-0.10652244939739991;-0.10170387674203037;-0.0764765549175488;-0.08553582129346468;-0.12013840953381028;-0.09807542237685081;0.015459922507627191;49
0.03789100646972656;0.001899358593554008;0.007968568801879882;0.0005580700833543306;1;3;auto;poly;True;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True};-0.10664207733760202;-0.10164209509519694;-0.07646727087105273;-0.08563337110059943;-0.12013585572318873;-0.09810413402552798;0.015456287915208615;51
0.03856358528137207;0.002679604535703829;0.00807037353515625;0.000659099968365807;1;3;auto;poly;False;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False};-0.10664207733760202;-0.10164209509519694;-0.07646727087105273;-0.08563337110059943;-0.12013585572318873;-0.09810413402552798;0.015456287915208615;51
0.03860726356506348;0.003149718897782263;0.008198356628417969;0.0006466944332174413;1;4;auto;poly;False;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False};-0.10670085521471882;-0.1016368754787322;-0.07652365390383;-0.08558828315471051;-0.12016109054686894;-0.09812215165977209;0.015461275694405176;53
0.038840103149414065;0.0034890170349552475;0.008164739608764649;0.0005769694265146972;1;4;auto;poly;True;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True};-0.10670085521471882;-0.1016368754787322;-0.07652365390383;-0.08558828315471051;-0.12016109054686894;-0.09812215165977209;0.015461275694405176;53
0.041473102569580075;0.0024216393892013788;0.00833592414855957;0.0005414289838800236;10;2;auto;poly;False;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False};-0.10723518507663647;-0.10141643590326581;-0.07706657755767941;-0.08630014526869137;-0.12001618078013256;-0.09840690491728113;0.015204866402886735;55
0.04185209274291992;0.0030184349571672734;0.008481645584106445;0.0006810866388777793;10;2;auto;poly;True;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True};-0.10723518507663647;-0.10141643590326581;-0.07706657755767941;-0.08630014526869137;-0.12001618078013256;-0.09840690491728113;0.015204866402886735;55
0.0583458423614502;0.003763191763416347;0.008522415161132812;0.000544790775023165;10;3;auto;poly;True;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True};-0.10855173614224273;-0.10248302736700697;-0.0775293358229346;-0.08803509320527785;-0.1189904756507925;-0.09911793363765094;0.014725048857114799;57
0.06110501289367676;0.005537687252151378;0.008636474609375;0.0005698047021274606;10;3;auto;poly;False;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False};-0.10855173614224273;-0.10248302736700697;-0.0775293358229346;-0.08803509320527785;-0.1189904756507925;-0.09911793363765094;0.014725048857114799;57
0.051419830322265624;0.004558874000446839;0.008399724960327148;0.0005164621257350147;0;3;auto;linear;True;{'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05122284889221192;0.004588762616742323;0.008335685729980469;0.00033648089667125656;0;3;auto;linear;False;{'coef0': 0, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05189948081970215;0.004212604577252248;0.008481073379516601;0.00038898168806605167;1;2;auto;linear;True;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05165777206420898;0.004869874384014048;0.008453369140625;0.0004978280870283929;1;2;auto;linear;False;{'coef0': 1, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051953363418579104;0.0041565624042313055;0.008277463912963866;0.0004273530866560771;1;2;scale;linear;True;{'coef0': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.053565263748168945;0.005513682281273239;0.008503389358520509;0.0005688967740805626;1;2;scale;linear;False;{'coef0': 1, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051543378829956056;0.004402102094716255;0.008340215682983399;0.0003944220345266815;10;3;scale;linear;False;{'coef0': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.052024555206298825;0.004548011311131005;0.008313846588134766;0.0005507906446396521;10;3;scale;linear;True;{'coef0': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05174932479858398;0.004866239072549917;0.008266258239746093;0.0004860057185226659;10;3;auto;linear;True;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05141091346740723;0.004615883385255525;0.00819258689880371;0.0004740871380054213;10;3;auto;linear;False;{'coef0': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05222821235656738;0.00478794854677856;0.008285760879516602;0.00045044363532444396;10;2;auto;linear;False;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051906585693359375;0.0047098797678282265;0.008593559265136719;0.0005867628388650135;10;2;auto;linear;True;{'coef0': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05172891616821289;0.004127494325361011;0.008236026763916016;0.0004862007038429946;10;2;scale;linear;True;{'coef0': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05241618156433105;0.0045455275845889065;0.008293390274047852;0.00048448973697846556;10;2;scale;linear;False;{'coef0': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051798105239868164;0.004235868743100852;0.00823068618774414;0.0004792478421225258;1;4;scale;linear;False;{'coef0': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.052134370803833006;0.004600064338516107;0.008211278915405273;0.0004730648936958913;1;4;scale;linear;True;{'coef0': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05191359519958496;0.003856095576267916;0.008781528472900391;0.00038110950270416836;1;4;auto;linear;False;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05295023918151855;0.004511053953467546;0.00879058837890625;0.00044068516751511155;1;4;auto;linear;True;{'coef0': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051583385467529295;0.004519545992443647;0.00845341682434082;0.0005600151757930453;1;3;auto;linear;True;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05139875411987305;0.004237867281512197;0.008488845825195313;0.00044808860937471694;1;3;auto;linear;False;{'coef0': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.05270695686340332;0.0047580034140301715;0.00859990119934082;0.000781778099689395;1;3;scale;linear;True;{'coef0': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
0.051988410949707034;0.004704599084529397;0.008476972579956055;0.0006031977612026491;1;3;scale;linear;False;{'coef0': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False};-0.10878767878432227;-0.1021529783649949;-0.07772270627485041;-0.08779533422381522;-0.1193427438307556;-0.09916028829574768;0.014816925840757061;59
