mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_criterion;param_min_samples_leaf;param_min_samples_split;param_min_weight_fraction_leaf;param_splitter;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.005278444290161133;0.00010305515597952081;0.002767610549926758;3.687385166659432e-05;squared_error;9;6;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10606510029114062;-0.10058186117496262;-0.07053740481287178;-0.07180735496752066;-0.11889590903813187;-0.09357752605692551;0.01923958561760879;14
0.009721040725708008;0.0020109368547875043;0.005174398422241211;0.0010072970359818526;poisson;9;14;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 9, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10106977482848802;-0.07053740481287178;-0.07184868416236187;-0.11820320868259665;-0.09357874503142051;0.01910890180070355;15
0.014409494400024415;0.0013324916361562654;0.008565235137939452;0.00042369930173309807;poisson;7;10;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 7, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10047816812854946;-0.0705374048128718;-0.07177238737144492;-0.11889590903813187;-0.09358370440435645;0.019262156167349536;16
0.005741214752197266;0.0005158307172375038;0.002865886688232422;0.00010230458718640332;friedman_mse;7;6;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 7, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10612167283597125;-0.10040266571004035;-0.07053740481287178;-0.07198828867693297;-0.11889590903813187;-0.09358918821478965;0.01919322976490688;17
0.005373477935791016;0.00029590356436484243;0.0027570247650146483;5.7312652703134626e-05;friedman_mse;3;6;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 3, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10615946391061117;-0.10103040722178987;-0.0705374048128718;-0.07198828867693295;-0.11823224830509364;-0.09358956258545989;0.019071693999989526;18
0.006024217605590821;0.0006307649907834294;0.0030435562133789063;0.0002895619938802854;squared_error;9;14;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 9, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.069985116397331;-0.07181267239257919;-0.11889590903813187;-0.09359175154412322;0.019427189427778727;19
0.005511808395385742;7.53833249363677e-05;0.0028610706329345705;0.00012159837451115654;friedman_mse;7;14;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 7, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.1011081331471033;-0.06974162486282984;-0.07198828867693295;-0.11889590903813187;-0.09359372167915643;0.019453418511626117;20
0.00529632568359375;7.191640251632449e-05;0.002746868133544922;3.802978874959449e-05;poisson;5;14;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 5, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1060981058422175;-0.10103040722178985;-0.07000171672696871;-0.07198828867693297;-0.11889590903813187;-0.09360288550120818;0.019366164376590247;21
0.006319856643676758;0.0005528520957421813;0.003408956527709961;0.0005010035325998451;squared_error;7;2;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 7, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.06987607196800727;-0.07198828867693297;-0.11889590903813187;-0.09360506591512922;0.019414526071576906;22
0.005480575561523438;0.00010378877500713008;0.0028738975524902344;4.870232753666613e-05;friedman_mse;1;18;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 1, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10072924187616301;-0.07017967233745209;-0.07198828867693295;-0.11889590903813187;-0.09360555291989284;0.01931797718118399;23
0.005173397064208984;8.325710601430329e-05;0.0027257442474365235;4.266816054538725e-05;friedman_mse;7;18;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 7, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10623465267078422;-0.10049388982086467;-0.0705374048128718;-0.07186923574876966;-0.11889590903813187;-0.09360621841828445;0.019241374157805295;24
0.008880519866943359;0.0010022359201433402;0.004774999618530273;0.0008318262667192735;poisson;1;14;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 1, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10611244160388651;-0.101287019224515;-0.07035060443334228;-0.07198828867693295;-0.11832834806923848;-0.09361334040158305;0.019155898456491564;25
0.005322694778442383;6.906653331361932e-05;0.002859973907470703;0.00012680888722281888;squared_error;1;10;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10561747396982121;-0.10103040722178987;-0.0705374048128718;-0.07198828867693295;-0.11889590903813187;-0.09361389674390955;0.019175307265553145;26
0.006183195114135742;0.00037658192757445926;0.003085947036743164;0.000282719626261683;friedman_mse;3;18;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 3, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10614503938972442;-0.10103040722178987;-0.07053740481287178;-0.07198828867693298;-0.11840773646054328;-0.09362177531237245;0.019115228198077684;27
0.006172943115234375;0.0004951706371816054;0.0030784130096435545;0.00026361391035520994;poisson;3;14;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 3, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10623465267078422;-0.10103040722178987;-0.07053740481287178;-0.07198828867693298;-0.11832712949854332;-0.09362357657618443;0.01910613993789914;28
0.016254949569702148;0.0010550987705936524;0.009034872055053711;0.0005217764757191276;poisson;7;18;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 7, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10603631596245297;-0.10066105133221454;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09362379396452082;0.01920078095814214;29
0.005710220336914063;0.0001830480033385552;0.002971506118774414;0.00013371806279520912;friedman_mse;5;18;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 5, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.0703302189978176;-0.07162978256861177;-0.11889590903813187;-0.09362419409942706;0.01938503881222935;30
0.005529546737670898;0.0001295314426619848;0.0028537750244140626;4.643781923238028e-05;friedman_mse;1;2;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.0705374048128718;-0.07198828867693297;-0.11836711662883075;-0.09363157400224192;0.019116484217491098;31
0.011043071746826172;0.002849028259184433;0.006387662887573242;0.0024235275815506535;poisson;3;18;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 3, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07002616652717086;-0.07198828867693297;-0.11889590903813187;-0.09363508482696195;0.01937789436367776;32
0.005627775192260742;0.000117864712550666;0.002955770492553711;9.375018715684558e-05;friedman_mse;5;2;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 5, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.0705374048128718;-0.07198828867693297;-0.11838627743167447;-0.09363540616281066;0.019121443688215722;33
0.00554804801940918;0.00017357674255300999;0.002908754348754883;0.0003010312445249076;friedman_mse;3;2;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 3, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10594842177827399;-0.10103040722178985;-0.07032431823163354;-0.07198828867693297;-0.11889590903813187;-0.09363746898935243;0.019268595664600235;34
0.006244850158691406;0.00046662362875261946;0.003498411178588867;0.0006709080616777866;friedman_mse;5;14;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 5, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10618089721499413;-0.10103040722178987;-0.07009822250145857;-0.07198828867693295;-0.11889590903813187;-0.09363874493066147;0.01935337203866855;35
0.006270599365234375;0.0008571711072075462;0.0030864715576171876;0.000229792798691638;squared_error;5;6;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10617370690000144;-0.10074679468196623;-0.07040091287684697;-0.07198828867693298;-0.11889590903813187;-0.09364112243477589;0.019257793476329447;36
0.01186671257019043;0.0025278105966403635;0.005970573425292969;0.0014324703283485312;poisson;9;18;0.1;random;{'criterion': 'poisson', 'min_samples_leaf': 9, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.1, 'splitter': 'random'};-0.10645682806957756;-0.10037202142051745;-0.07207495604326558;-0.0685320595439701;-0.12079429315772407;-0.09364603164701095;0.020210920038249813;37
0.007028913497924805;0.00031135800011807295;0.0040820598602294925;0.0005878716372352527;squared_error;1;18;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 1, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10057663805582287;-0.0705374048128718;-0.07198828867693295;-0.11889590903813187;-0.09364657865090874;0.01922045502043114;38
0.005698871612548828;8.199067612234322e-05;0.0031349658966064453;0.00013341627602109996;friedman_mse;3;14;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 3, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10641780317332024;-0.10076330910993629;-0.07018420497589824;-0.07198828867693295;-0.11889590903813187;-0.09364990299484391;0.01934344933582311;39
0.005984735488891601;0.000520851989039606;0.0029193878173828123;0.00018187143059705322;poisson;1;2;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07011752930382217;-0.07198828867693297;-0.11889590903813187;-0.09365335738229222;0.019355653824738816;40
0.005246257781982422;7.491271104095161e-05;0.002714872360229492;3.313109046756154e-05;squared_error;5;14;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10623313224972282;-0.10064753183734591;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09366045332300107;0.019225388628365654;41
0.005945444107055664;0.0005940487381140377;0.00311427116394043;0.00045242603572031713;squared_error;5;18;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10585038078123729;-0.10103040722178985;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09366047810619274;0.01920467062931654;42
0.006588602066040039;0.0005454587252561373;0.003591012954711914;0.000536293144820845;squared_error;1;6;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07018213149303376;-0.07198828867693298;-0.11889590903813187;-0.09366627782013452;0.01933995388635846;43
0.006379270553588867;0.00011643564742033866;0.0033028125762939453;0.00010605366526581078;poisson;5;18;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 5, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10616066565048574;-0.10103040722178987;-0.07026912378710244;-0.07198828867693297;-0.11889590903813187;-0.09366887887488858;0.019309253827149635;44
0.007619714736938477;0.0005377148379107431;0.004075193405151367;0.00048640963011762717;poisson;5;6;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 5, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10589621449175816;-0.10103040722178987;-0.07053740481287178;-0.07198828867693297;-0.11889590903813187;-0.09366964484829693;0.019210496960916205;45
0.005506038665771484;4.271886139760025e-05;0.002885866165161133;7.972531909703998e-05;friedman_mse;1;14;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 1, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1060872877971039;-0.10103040722178987;-0.07053740481287178;-0.0718058514178187;-0.11889590903813187;-0.09367137205754322;0.019276249953812715;46
0.006821107864379883;0.0003727727176902582;0.0030852317810058593;0.00023643001000108425;squared_error;5;6;0.1;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.1, 'splitter': 'random'};-0.10751564105488279;-0.10141860740640997;-0.07076914332387636;-0.0697301705825223;-0.1189520647230815;-0.09367712541815458;0.01994236648345314;47
0.006476783752441406;0.000464433507470796;0.0036663532257080076;0.00040122523031305623;poisson;3;6;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 3, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178985;-0.0705374048128718;-0.0717368233756842;-0.11889590903813187;-0.09368703942385238;0.01931099336245175;48
0.005252933502197266;0.00010443959534352066;0.0027740001678466797;0.0001017119478415722;squared_error;5;10;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.0705374048128718;-0.07198828867693295;-0.11866749970417755;-0.09369165061731129;0.01919443828253689;49
0.012322759628295899;0.0002256049886203495;0.0069712638854980465;0.0009283750385172154;poisson;9;6;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10621666023636774;-0.10103040722178987;-0.07038129701022328;-0.07198828867693294;-0.11889590903813185;-0.09370251243668914;0.019289353394594037;50
0.005964756011962891;0.0005832341068121501;0.0032419681549072264;0.0003446043584623526;squared_error;5;2;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 5, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10597700913450525;-0.10112774262624302;-0.0705374048128718;-0.071988288676933;-0.11889590903813187;-0.09370527085773699;0.01922828245859475;51
0.005704689025878906;0.0003425352150383016;0.0030999183654785156;0.0003525752133814471;friedman_mse;3;10;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10610401967630068;-0.10103040722178985;-0.0705374048128718;-0.07198828867693295;-0.11889590903813187;-0.09371120588520543;0.019237109985363158;52
0.014960861206054688;0.007192867288926491;0.005770587921142578;0.0014132943591423726;poisson;9;18;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 9, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10112774262624304;-0.07038538483015243;-0.07198828867693295;-0.11889590903813187;-0.09372639556844889;0.019298129006827768;53
0.005914831161499023;0.00047549063821582005;0.003182649612426758;0.00033504870542934873;squared_error;9;2;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 9, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10623465267078422;-0.10103040722178987;-0.07103830147531609;-0.07198828867693295;-0.1183438015797135;-0.09372709032490734;0.018990085113480125;54
0.005559682846069336;0.0001642396355486342;0.002889871597290039;6.23716855843133e-05;squared_error;3;2;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 3, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10619200204983044;-0.10103040722178985;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09372880235991138;0.019248474713635586;55
0.005234956741333008;7.003324079048759e-05;0.0027620792388916016;4.444291148437299e-05;squared_error;3;6;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 3, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.105948421778274;-0.10127471493661964;-0.0705374048128718;-0.07198828867693295;-0.11889590903813187;-0.09372894784856604;0.019236080729590682;56
0.00583043098449707;0.00043859977412466825;0.003074312210083008;0.0002598571157847368;squared_error;7;10;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 7, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10621666023636774;-0.10103040722178987;-0.07053740481287178;-0.07198828867693297;-0.11889590903813187;-0.09373373399721883;0.019251670162528156;57
0.013908815383911134;0.0016832226490711472;0.008792638778686523;0.0013840305671309941;poisson;9;2;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 9, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09373733248410213;0.019254004651912852;58
0.005467796325683593;0.00011365297381728654;0.002864170074462891;5.8796631970896144e-05;squared_error;3;18;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 3, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10623465267078422;-0.10103040722178985;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09373733248410213;0.019254004651912852;58
0.00789332389831543;0.0010357724885142435;0.004067850112915039;0.00041688881478015835;poisson;1;18;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 1, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07053740481287178;-0.07198828867693297;-0.11889590903813187;-0.09373733248410213;0.01925400465191285;58
0.005251598358154297;8.496729731735178e-05;0.0027546405792236326;5.115540502225273e-05;squared_error;9;18;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 9, 'min_samples_split': 18, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07053740481287178;-0.07198828867693297;-0.11889590903813187;-0.09373733248410213;0.01925400465191285;58
0.0069389820098876955;0.00044183982722428085;0.003999948501586914;0.00040127927836120886;friedman_mse;9;14;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 9, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10609776372218241;-0.10127471493661964;-0.07043444513118552;-0.07198828867693295;-0.11889590903813187;-0.09373822430101048;0.019279999120248952;62
0.007755279541015625;0.0005169174321546187;0.0031963348388671874;0.0002057865103579726;poisson;3;6;0.1;random;{'criterion': 'poisson', 'min_samples_leaf': 3, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.1, 'splitter': 'random'};-0.10598461750922131;-0.10205346111500257;-0.06932836518938844;-0.07167044040068885;-0.11965725236931986;-0.0937388273167242;0.019868274369914885;63
0.0052509307861328125;7.9287854068954e-05;0.002751064300537109;5.30558001947174e-05;friedman_mse;7;2;0.3;random;{'criterion': 'friedman_mse', 'min_samples_leaf': 7, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10072924187616301;-0.07086358506262166;-0.07198828867693298;-0.11889590903813187;-0.09374233546492675;0.019153343757678326;64
0.006001472473144531;0.0005612035058909542;0.003208637237548828;0.00047870330424271736;squared_error;1;14;0.3;random;{'criterion': 'squared_error', 'min_samples_leaf': 1, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10628329729987032;-0.10103040722178987;-0.07053740481287178;-0.07198828867693295;-0.11889590903813187;-0.09374706140991937;0.019260328261633874;65
0.005598926544189453;7.156078743362557e-05;0.002875804901123047;2.1331202481271326e-05;poisson;5;10;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 5, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.1062346526707842;-0.10103040722178987;-0.07060755086266778;-0.0719935340665371;-0.11889590903813187;-0.09375241077198215;0.019235926574553378;66
0.008301305770874023;0.0007703420864841845;0.00397801399230957;0.0005970194313777885;poisson;3;2;0.1;random;{'criterion': 'poisson', 'min_samples_leaf': 3, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.1, 'splitter': 'random'};-0.1067821408852356;-0.10191012951882214;-0.07128953417498997;-0.07020199691249694;-0.11860497672080862;-0.09375775564247066;0.019561058004842515;67
0.015453004837036132;0.004681638328151266;0.010451412200927735;0.00353661988005299;poisson;7;14;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 7, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10773019284622762;-0.10051232344065805;-0.07026783237080896;-0.07198828867693297;-0.11829070254024462;-0.09375786797497446;0.01933082956446172;68
0.006398630142211914;0.000126775693668876;0.002766704559326172;5.284457315667967e-05;poisson;5;14;0.1;random;{'criterion': 'poisson', 'min_samples_leaf': 5, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.1, 'splitter': 'random'};-0.10858592681464142;-0.10003918619422765;-0.06973408606587256;-0.0711250126170493;-0.11939975883034365;-0.09377679410442691;0.020031072372890008;69
0.007758951187133789;0.00044438500177682396;0.004366159439086914;0.0007360641155212428;poisson;7;2;0.3;random;{'criterion': 'poisson', 'min_samples_leaf': 7, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.3, 'splitter': 'random'};-0.10598885280277884;-0.10047351457817963;-0.0705374048128718;-0.07301344330068159;-0.11889590903813187;-0.09378182490652874;0.01895329102033333;70
