mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_criterion;param_max_samples;param_min_samples_leaf;param_min_weight_fraction_leaf;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
2.7433130741119385;0.04684498202699361;0.035416793823242185;0.0001537977918027729;True;friedman_mse;0.4;1;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10525898060955974;-0.10024054470144737;-0.06938633688572969;-0.07216193740908823;-0.12022877354569032;-0.09345531463030307;0.019671845785873124;13
3.924406957626343;0.3372071650786337;0.05196824073791504;0.009732670493934066;True;poisson;0.4;1;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.1053335417285958;-0.10023162299068832;-0.06975260973940753;-0.0712978505300677;-0.12066444557155347;-0.09345601411206257;0.01990034609057582;14
3.0757209777832033;0.2162791838596081;0.04068007469177246;0.008324792548349787;True;poisson;0.4;6;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.4, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.105411779416445;-0.10013841433825163;-0.06976798254315172;-0.07161631216025875;-0.12035295035963103;-0.09345748776354763;0.01974403903155231;15
1.7967703819274903;0.04251501197942301;0.024876976013183595;0.0003199131944586784;True;squared_error;0.4;6;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10546354466803444;-0.10017729420562291;-0.06965641509792457;-0.07199491726886921;-0.12000041709458382;-0.093458517667007;0.019600822867700825;16
2.6795059204101563;0.06686691258481842;0.03574666976928711;0.00016671481838183446;True;squared_error;0.4;8;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10528915106001493;-0.10026995995799404;-0.06963056951746442;-0.07197031417550341;-0.12020287798099119;-0.0934725745383936;0.019652650994198235;17
1.8243425846099854;0.0341906868325844;0.02488555908203125;0.0002020582815134111;True;squared_error;0.4;1;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10523026627679392;-0.10039808470235043;-0.06991710180996713;-0.07160112500382189;-0.12029971967954593;-0.09348925949449585;0.019693252299886523;18
1.8607941150665284;0.10698818632087617;0.02520904541015625;0.00034140786636809283;True;friedman_mse;0.4;8;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.4, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10527711830698246;-0.10014673356894739;-0.06935698542019933;-0.07204158484717149;-0.12068860527747889;-0.09350220548415591;0.019826490104093524;19
1.7188908576965332;0.16679043705125957;0.01664271354675293;0.0012358586925360346;True;friedman_mse;;6;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10576192365672878;-0.0999848125861556;-0.07005017185197086;-0.07162400158542905;-0.12012031523861738;-0.09350824498378033;0.019644348583508664;20
2.928517961502075;0.06777634571765781;0.024967479705810546;0.0002882699074682745;True;squared_error;;1;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10571572800587363;-0.10051784024955163;-0.06989804910587032;-0.07156725381471074;-0.11991536499090512;-0.09352284723338229;0.019668962511232315;21
2.5993958950042724;0.08075516586026167;0.02473173141479492;0.0001892608429228911;True;friedman_mse;0.8;8;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10564983921544889;-0.10025863695108177;-0.06950488267455064;-0.07206529618945505;-0.12013727190057545;-0.09352318538622237;0.019687821188745964;22
3.9782203674316405;0.0669056221480179;0.03662209510803223;0.001183653314823423;True;friedman_mse;0.8;1;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10568484376709703;-0.10037555157911482;-0.06961200858009618;-0.07184785403730151;-0.12013402207125981;-0.09353085600697386;0.019720859804985953;23
2.680163097381592;0.06526734263441948;0.03590998649597168;0.00010526233999130301;True;squared_error;0.4;6;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10524965047368719;-0.10052696028199695;-0.06972547089328529;-0.07188379208166483;-0.12035562828129971;-0.09354830040238679;0.019703473002556135;24
3.9143982410430906;0.10456196069144892;0.035821390151977536;0.00035387715303542185;True;friedman_mse;0.8;8;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.1056911199479529;-0.1002684956370476;-0.06956722438394804;-0.07217241986568604;-0.12005737391558781;-0.09355132675004448;0.019633442382648924;25
1.2956220149993896;0.03369081911638986;0.01406097412109375;0.0004296513953402125;True;friedman_mse;0.8;6;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10565851295639007;-0.10019120706930439;-0.06981647963130613;-0.07192981571806649;-0.12017814677411721;-0.09355483242983685;0.01964938756648896;26
2.8847140312194823;0.06565741646795858;0.03614840507507324;0.00034365586836129845;True;poisson;0.4;8;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.4, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10517159920678029;-0.10032522342328797;-0.06998237485874681;-0.07196507026024661;-0.12034003888107957;-0.09355686132602825;0.019595985890421573;27
2.749423885345459;0.06662425716513379;0.03580622673034668;0.0003806397946724272;True;squared_error;0.4;1;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10526807111542916;-0.10049008648712585;-0.06959388724788036;-0.0719320367602533;-0.12050582012692476;-0.09355798034752268;0.019765250234832544;28
4.330390977859497;0.13386533663417222;0.03588571548461914;0.001139726122850988;True;squared_error;;6;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10577794251515384;-0.10049159706669403;-0.06975326179106414;-0.07180017832308876;-0.12006226701985236;-0.09357704934317063;0.01969743376457669;29
2.584617328643799;0.05895705439116638;0.02508387565612793;0.0010425833369119399;True;squared_error;0.8;8;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10571451202535356;-0.10051191834214239;-0.06960991231995481;-0.07202791962019997;-0.12005206428380699;-0.09358326531829153;0.019672952397728653;30
1.4655812740325929;0.03672881537320873;0.014040756225585937;0.0001288155438719102;True;squared_error;;1;0.1;100;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10551502986311362;-0.10029022623725106;-0.06979344848288871;-0.07230963981496749;-0.1200430107264604;-0.09359027102493626;0.019524296344322907;31
3.8810101985931396;0.11240630975921005;0.03569049835205078;0.0005070018347648363;True;squared_error;0.8;8;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10560107076060225;-0.10047799357476545;-0.06987290633236799;-0.07194440823989878;-0.12009681470117685;-0.09359863872176226;0.019623217388855238;32
2.633187770843506;0.09161433478137905;0.02490839958190918;0.0006831397291487375;True;friedman_mse;0.8;6;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10550849965870521;-0.10046923050423225;-0.06972508255421221;-0.07207099189855193;-0.1202410656515601;-0.09360297405345235;0.01965835649052495;33
0.9147356510162353;0.021967958586516706;0.014740514755249023;0.0006914369710815112;True;friedman_mse;0.4;1;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10579199432487478;-0.10036339273354702;-0.0697822046578558;-0.0716323454997494;-0.12047463332410557;-0.0936089141080265;0.01983178733794379;34
3.9201757431030275;0.130044942350946;0.036154556274414065;0.0011644063218548765;True;squared_error;0.8;6;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10561832504359765;-0.10043479896526224;-0.06973115783565045;-0.07195767172484997;-0.12035616659521603;-0.09361962403291527;0.019723879631262813;35
2.6500688076019285;0.06860850933631855;0.024816608428955077;0.00028947733337085453;True;friedman_mse;0.8;1;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10578712332914786;-0.10040833684325783;-0.06971856701212005;-0.07168006741820396;-0.12053066291985566;-0.09362495150451708;0.019854184465604253;36
0.890524435043335;0.02361553940201989;0.014048004150390625;0.00022175673858255038;True;squared_error;0.4;6;0.1;100;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.4, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10525671387544529;-0.10031473888841232;-0.06936713603517376;-0.07271144999802684;-0.1205222721058618;-0.09363446218058401;0.019643485999022037;37
3.9735476970672607;0.07490452898115346;0.035993003845214845;0.0007026219165685863;True;squared_error;0.8;1;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10562914653291676;-0.10048399999192094;-0.06994169859908793;-0.07189392420183376;-0.12027060182749867;-0.09364387423065161;0.019668605192192386;38
1.430284023284912;0.09303798390698002;0.014452409744262696;0.0002808642669821917;True;poisson;0.8;1;0.1;100;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10526948089767878;-0.10064812945405929;-0.06992020232663716;-0.07148027754996839;-0.12092382261605868;-0.09364838256888044;0.019912043744072495;39
3.235106611251831;0.6434467799905165;0.07406516075134277;0.030224325837402043;True;poisson;0.4;6;0.1;200;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.4, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10554707818700892;-0.10049486713724161;-0.06959366605712895;-0.07178350867067262;-0.12082550143199897;-0.09364892429681022;0.019918590279613985;40
1.385127353668213;0.027210005451862515;0.014436864852905273;5.264562965591977e-05;True;poisson;0.8;6;0.1;100;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.1057268146060024;-0.10061370209392077;-0.06988298509306605;-0.07179654931675937;-0.12029923485034251;-0.09366385719201822;0.019733056834822817;41
1.3209357738494873;0.029483915590981655;0.014508962631225586;0.0004132261018721636;True;friedman_mse;0.8;1;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.1057369277278237;-0.10058081816479668;-0.0701396277483803;-0.07150601843756238;-0.12035869692298774;-0.09366441780031015;0.019751339383128435;42
2.655948305130005;0.09797370421715912;0.024545669555664062;0.00033449129115570406;True;squared_error;0.8;1;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10574835210745326;-0.10044793042542063;-0.0697603888251181;-0.07189197894992447;-0.12049329936147639;-0.09366838993387858;0.019785186446171533;43
4.486910581588745;0.16949620338966218;0.03590717315673828;0.0003943085394765687;True;squared_error;;1;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10589818470454171;-0.10050040376614944;-0.06977875422704284;-0.07193785536001251;-0.12024050837943003;-0.0936711412874353;0.019724363417068104;44
6.431895542144775;1.2699940401825243;0.052735328674316406;0.016003522233489012;True;friedman_mse;;8;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10592068396361085;-0.10051800312240462;-0.06984573309169005;-0.071896129495942;-0.12019839332101183;-0.09367578859893187;0.019710033076793816;45
1.2958611011505128;0.04410014727190026;0.013944149017333984;0.00015841001197024006;True;friedman_mse;0.8;8;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10592549999206506;-0.10035416767959582;-0.06939812683262107;-0.07236101936655831;-0.120380360166353;-0.09368383480743867;0.01975608384028067;46
2.869296979904175;0.07499835907531584;0.02478485107421875;0.0005414109844784237;True;squared_error;;6;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10601615271567355;-0.10047564622094123;-0.06999556614393664;-0.07166926697365082;-0.12026791086145058;-0.09368490858313057;0.019751977776058638;47
3.5832167625427247;0.18074617328281836;0.037822628021240236;0.011796679587692985;True;friedman_mse;;6;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10584754561924836;-0.10056946332738564;-0.06987455460590579;-0.07206719309033212;-0.12007009321991596;-0.09368576997255758;0.01962530701902321;48
2.857953643798828;0.09617366846994496;0.024849891662597656;0.0009488784963385456;True;squared_error;;8;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10593844667148425;-0.10038127460691959;-0.06990492598513756;-0.07182470327499448;-0.12039134000792956;-0.09368813810929308;0.019756417131556507;49
2.582414722442627;0.06655999656309834;0.025171184539794923;0.0011050339942880812;True;squared_error;0.8;6;0.1;200;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10586920506077889;-0.10067266337124262;-0.07009750682800646;-0.07165942569815371;-0.12016834196841233;-0.09369342858531879;0.01969845220533089;50
3.9019415378570557;0.08842947951414337;0.03582420349121094;0.0004213496101857432;True;friedman_mse;0.8;6;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.1056910733649764;-0.10052293150313654;-0.06976938137227777;-0.07219079328515111;-0.12032263315502627;-0.09369936253611362;0.0196693838755749;51
2.8302120208740233;0.11352240651054374;0.02506394386291504;0.000533743267698882;True;poisson;0.8;8;0.1;200;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10553863577045809;-0.10047439396618568;-0.07015200233737148;-0.07200589332269218;-0.12033863013548186;-0.09370191110643786;0.01960002431729918;52
0.8854378700256348;0.02304177709324707;0.014330768585205078;0.00042045957269202134;True;friedman_mse;0.4;8;0.1;100;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': 0.4, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10543441180725817;-0.10087054055930889;-0.06924759028578956;-0.07232466070443276;-0.12064323758850624;-0.09370408818905913;0.019848811104907493;53
2.9260775089263915;0.07557627405262671;0.024959373474121093;0.00019744659638983503;True;friedman_mse;;1;0.1;200;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10579023910797761;-0.10045864001670285;-0.06995572251553123;-0.07209246246265666;-0.1203044982691236;-0.09372031247439838;0.019648545765116154;54
2.7867928028106688;0.07248992507985855;0.025329399108886718;0.00021397641238799544;True;poisson;0.8;6;0.1;200;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10572497074687559;-0.10051808821369183;-0.07017654840624842;-0.07189196971344453;-0.12032240698201724;-0.09372679681245552;0.019640662775915498;55
4.561155557632446;0.1048809895564262;0.03576254844665527;0.00020734889758594626;True;poisson;;8;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': None, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10564671461959672;-0.10049918113588399;-0.07010430916045245;-0.07185331570080848;-0.12053529247838904;-0.09372776261902613;0.019713529181606744;56
3.038669776916504;0.10375183423495941;0.024886131286621094;0.00023713074002752505;True;poisson;;8;0.1;200;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': None, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10606576584642943;-0.10043753374683237;-0.07005660292211498;-0.07154514467188525;-0.12054933223387124;-0.09373087588422664;0.019844577298367055;57
1.3639448165893555;0.04950083364686501;0.014289760589599609;0.00022607184087584652;True;poisson;0.8;8;0.1;100;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10568164273836887;-0.10079793841911436;-0.07028197039858991;-0.07181135060885341;-0.12012954561684164;-0.09374048955635364;0.019595766173254633;58
5.360348749160766;1.403631517716055;0.044113874435424805;0.01529501694546682;True;friedman_mse;;1;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10585305979383136;-0.1004919444967012;-0.06977230224059257;-0.07246368349418206;-0.12012172061758641;-0.09374054212857871;0.019572645877716073;59
4.630652189254761;0.10680767941327197;0.03578066825866699;0.0003788866264963998;True;poisson;;1;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': None, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10581082022086541;-0.10050476010999831;-0.07011879472336516;-0.07171182663291607;-0.12056097406899838;-0.09374143515122865;0.01976882940628045;60
4.722567987442017;0.29669984791657594;0.0370999813079834;0.0005011894848152651;True;friedman_mse;;6;0.1;300;{'bootstrap': True, 'criterion': 'friedman_mse', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10605036478302603;-0.10035992206468848;-0.06978226727698003;-0.0723250258765952;-0.12021284283785592;-0.09374608456782914;0.0196405384140836;61
4.292910957336426;0.12280583239311267;0.03545279502868652;0.00050012961171259;True;squared_error;;8;0.1;300;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 8, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10580390288752975;-0.1003740239382323;-0.07001736434243266;-0.07226535059628199;-0.12027255561405964;-0.09374663947570727;0.019582892141086102;62
1.4497379779815673;0.052229037251911324;0.014295816421508789;0.0003863403691183735;True;squared_error;;6;0.1;100;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10607079242412014;-0.10035642798703381;-0.07006340931167232;-0.0719404424057304;-0.12032004195777071;-0.09375022281726549;0.019688196093038655;63
1.29819712638855;0.03492435837335829;0.014233016967773437;0.00019456630756253866;True;squared_error;0.8;6;0.1;100;{'bootstrap': True, 'criterion': 'squared_error', 'max_samples': 0.8, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 100};-0.10573475944719138;-0.1005206891675533;-0.0697849591203754;-0.07196443332661606;-0.12077166524048451;-0.09375530126044412;0.01984228334796779;64
2.8099223613739013;0.09525298568951292;0.024952220916748046;0.0003472767212544183;True;poisson;0.8;1;0.1;200;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': 0.8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 200};-0.10567640491399033;-0.10053508976992277;-0.07001783602536435;-0.07197862772324452;-0.12063426239740685;-0.09376844416598577;0.01973953747587194;65
4.5661286354064945;0.12664965133262865;0.035910749435424806;0.000499064649377398;True;poisson;;6;0.1;300;{'bootstrap': True, 'criterion': 'poisson', 'max_samples': None, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 300};-0.10602502231489402;-0.10046060505657904;-0.06976569749624274;-0.07209686809209688;-0.12049985334745938;-0.09376960926145442;0.019775570851756616;66
